Node,Nid,Billing Reference,Child's Name,Billing Discount,Pre-Booked Session,Pre-Booked Duration (h),Pre-Booked Charged Duration,Pre-Booked FE,Pre-Booked Childcare Charge,Pre-Booked Away Discount,Pre-Booked Billing Discount,Pre-Booked TTO Surcharge,Pre-Booked Late Change Surcharge,Pre-Booked Services Charge,Pre-Booked Booking Charge,Booked Session,Booked Duration (h),Actual Attendance,Free Entitlement,Charged Duration,Childcare Charge,Unscheduled Charge,Away Discount,Billing Discount,TTO Surcharge,Late Change Surcharge,Services Charge,Booking Charge,Billing Adjustment,Childcare Setting
152257-242944,242944,AMARAL,"Amaral, Sebastian",0.00%,"Wednesday, 9 November 2022 - 8:00am to 3:30pm",7.5,0,7.5,0,0,0,0,0,4.55,4.55,09/11/2022 - 8:00am to 3:30pm,7.5,09/11/2022 - 8:07am to 3:30pm,7.5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - Lindfield Lodge
233489-242954,242954,ANGELL,"Angell, Mason",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,0,0,5.99,71.24,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:04am to 5:32pm,2.5,7.5,65.25,0,0,0,0,0,1.44,66.69,-4.55,Norto5 KIDZ - West End Farm
230394-243083,243083,BILLINGTON,"Billington, Elsa",0.00%,"Wednesday, 9 November 2022 - 8:00am to 12:00pm",4,4,0,38.6,0,0,0,0,0,38.6,09/11/2022 - 8:00am to 12:00pm,4,09/11/2022 - 8:20am to 11:55am,2.5,1.5,14.48,0,0,0,0,0,0,14.48,-24.12,Norto5 KIDZ - West End Farm
209118-243136,243136,BROOMFIELD,"Broomfield, Naya",0.00%,"Wednesday, 9 November 2022 - 8:00am to 2:30pm",6.5,6.5,0,62.73,0,0,0,0,4.55,67.28,09/11/2022 - 8:00am to 2:30pm,6.5,09/11/2022 - 8:04am to 2:49pm,0,6.5,62.73,3.06,0,0,0,0,4.55,70.34,3.06,Norto5 KIDZ - West End Farm
227490-243151,243151,BROOMFIELD,"Broomfield, Rowley",5.00%,"Wednesday, 9 November 2022 - 8:00am to 2:30pm",6.5,6.5,0,65,0,-3.25,0,0,2.25,64,09/11/2022 - 8:00am to 2:30pm,6.5,09/11/2022 - 8:04am to 12:33pm,0,6.5,65,0,0,-3.25,0,0,2.25,64,0,Norto5 KIDZ - West End Farm
190488-243191,243191,COBBOLD,"Cobbold, Brody",0.00%,"Wednesday, 9 November 2022 - 7:30am to 1:00pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,09/11/2022 - 8:00am to 1:00pm,5,09/11/2022 - 8:07am to 1:00pm,0,5,48.25,0,0,0,0,0,4.55,52.8,-4.83,Norto5 KIDZ - Lindfield Lodge
233606-243240,243240,COX_L,"Cox, Leo",0.00%,"Wednesday, 9 November 2022 - 8:00am to 5:30pm",9.5,9.5,0,85,0,0,5.95,0,3.41,94.36,09/11/2022 - 8:00am to 5:30pm,9.5,09/11/2022 - 8:10am to 5:01pm,0,9.5,85,0,0,0,5.95,0,3.41,94.36,0,KIDZ Academy - Cuckfield
187923-243246,243246,CRAIGD,"Craig-Davies, Lara ",5.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,-4.25,0,0,3.41,84.16,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:12am to 5:01pm,0,10,85,0,0,-4.25,0,0,3.41,84.16,0,KIDZ Academy - Cuckfield
238049-243290,243290,DICKIE,"Dickie, Iris ",0.00%,"Wednesday, 9 November 2022 - 8:00am to 3:00pm",7,7,0,60.9,0,0,4.26,0,4.55,69.71,09/11/2022 - 8:00am to 3:00pm,7,01/01/2000 - 12:00am,0,7,60.9,0,0,0,4.26,0,4.55,69.71,0,Norto5 KIDZ - West End Farm
225483-243339,243339,ESMAILI,"Esmaili, Elodie",5.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,-4.25,0,0,3.41,84.16,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:04am to 5:31pm,0,10,85,0,0,-4.25,0,0,3.41,84.16,0,Norto5 KIDZ - West End Farm
208216-243361,243361,FIGG,"Figg, Henry",0.00%,"Wednesday, 9 November 2022 - 8:00am to 12:00pm",4,0,4,0,0,0,0,0,0,0,09/11/2022 - 8:00am to 12:00pm,4,09/11/2022 - 8:10am to 12:00pm,4,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
234429-243495,243495,GREENER_JONES,"Greener-Jones , Isla ",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:15am to 5:41pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
182193-243674,243674,KANE,"Kane, Dylan",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,0,0,5.99,71.24,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:12am to 6:00pm,2.5,7.5,65.25,0,0,0,0,0,5.99,71.24,0,KIDZ Academy - Cuckfield
241847-243713,243713,KEMPTHORNE,"Kempthorne, Joey",0.00%,"Wednesday, 9 November 2022 - 8:00am to 1:00pm",5,0,5,0,0,0,0,0,0,0,09/11/2022 - 8:00am to 1:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
238242-243724,243724,KENNER,"Kenner, Hugh",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:23am to 5:23pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
238068-243796,243796,MOORE_SAUNDERS,"Moore, Jax",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,10,0,0,0,0,0,0,0,0,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:00am to 10:00am,0,10,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
239865-243873,243873,PERRY,"Perry, Alesha",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,4.57,0,1.44,71.26,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:17am to 3:38pm,2.5,7.5,65.25,0,0,0,4.57,0,5.99,75.81,4.55,KIDZ Academy - Lindfield
242543-244022,244022,SIMMONS,"Simmons, Aurora",0.00%,"Wednesday, 9 November 2022 - 8:00am to 1:00pm",5,5,0,50,0,0,3.5,0,2.25,55.75,09/11/2022 - 8:00am to 1:00pm,5,09/11/2022 - 8:06am to 12:53pm,0,5,50,0,0,0,0,0,2.25,52.25,-3.5,KIDZ Academy - Lindfield
154848-244114,244114,TAYLOR02,"Taylor, Maggie",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,10,0,74,0,0,0,0,5.99,79.99,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:15am to 5:27pm,0,10,74,0,0,0,0,0,5.99,79.99,0,Norto5 KIDZ - Lindfield Lodge
223656-244126,244126,TOONE,"Toone, Jacob ",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,5.95,0,3.41,94.36,09/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-94.36,Norto5 KIDZ - West End Farm
171629-244153,244153,UNDERDOWN,"Underdown, Piper",5.00%,"Wednesday, 9 November 2022 - 8:00am to 4:00pm",8,8,0,77.2,0,0,0,0,4.55,81.75,09/11/2022 - 8:00am to 4:00pm,8,09/11/2022 - 8:22am to 4:00pm,0,8,77.2,0,0,-3.86,0,0,4.55,77.89,-3.86,Norto5 KIDZ - Lindfield Lodge
208663-244178,244178,WALKER,"Walker, Charlotte",5.00%,"Wednesday, 9 November 2022 - 8:00am to 4:30pm",8.5,8.5,0,81,0,-4.05,0,0,5.99,82.94,09/11/2022 - 8:00am to 1:30pm,5.5,09/11/2022 - 8:39am to 1:29pm,0,5.5,53.08,0,0,-2.65,0,0,4.55,54.98,-27.96,KIDZ Academy - Cuckfield
231197-244214,244214,WATERS,"Waters, Amber",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,0.5,9.5,4.35,0,0,0,0,0,4.35,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 9:02am to 5:31pm,9.5,0.5,4.35,0,0,0,0,0,0,4.35,0,Norto5 KIDZ - West End Farm
129152-244266,244266,WILLIS,"Willis, Harrison",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,0.5,9.5,4.35,0,0,0,0,5.99,10.34,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:15am to 5:55pm,2.5,7.5,65.25,0,0,0,0,0,5.99,71.24,60.9,Norto5 KIDZ - Lindfield Lodge
179983-244298,244298,WOOD,"Wood, Olivia",0.00%,"Wednesday, 9 November 2022 - 8:00am to 1:30pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,09/11/2022 - 8:00am to 1:30pm,5.5,09/11/2022 - 9:08am to 1:30pm,0,5.5,53.08,0,0,0,0,0,4.55,57.63,0,Norto5 KIDZ - Lindfield Lodge
238802-244598,244598,ATKINSON,"Atkinson, Ted",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,09/11/2022 - 8:00am to 6:00pm,10,09/11/2022 - 8:27am to 5:26pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - Lindfield Lodge
218854-246257,246257,BRUNSDON,"Brunsdon, Marla",5.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 8:00am to 5:00pm,9,09/11/2022 - 8:41am to 4:49pm,0,9,85,0,0,-4.25,0,0,3.41,84.16,84.16,KIDZ Academy - Lindfield
244814-247066,247066,FATONA,"Fatona, Grace ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 8:00am to 1:00pm,5,09/11/2022 - 8:05am to 1:01pm,0,5,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
235925-243060,243060,BERENDE,"Berende, Darius",5.00%,"Wednesday, 9 November 2022 - 8:30am to 2:30pm",6,0,6,0,0,0,0,0,0,0,09/11/2022 - 8:30am to 2:30pm,6,09/11/2022 - 8:36am to 2:30pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
231034-243198,243198,COOPER,"Cooper, Ben",0.00%,"Wednesday, 9 November 2022 - 8:30am to 3:30pm",7,0,7,0,0,0,0,0,4.55,4.55,09/11/2022 - 8:30am to 3:30pm,7,09/11/2022 - 9:07am to 3:30pm,7,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
213732-243233,243233,COVENEY,"Coveney, Marcie ",0.00%,"Wednesday, 9 November 2022 - 8:30am to 5:00pm",8.5,8.5,0,85,0,0,0,0,3.41,88.41,09/11/2022 - 8:30am to 5:00pm,8.5,09/11/2022 - 8:39am to 5:01pm,0,8.5,85,0,0,0,0,0,3.41,88.41,0,KIDZ Academy - Cuckfield
196730-243372,243372,WOODROFFE,"Frost, Ella",0.00%,"Wednesday, 9 November 2022 - 8:30am to 5:30pm",9,4.5,4.5,39.15,0,0,0,0,5.99,45.14,09/11/2022 - 8:30am to 5:30pm,9,09/11/2022 - 8:39am to 5:30pm,4.5,4.5,39.15,0,0,0,0,0,5.99,45.14,0,KIDZ Academy - Cuckfield
223170-243380,243380,WOODROFFE,"Frost, Jude",5.00%,"Wednesday, 9 November 2022 - 8:30am to 5:30pm",9,9,0,81,0,-4.05,0,0,5.99,82.94,09/11/2022 - 8:30am to 5:30pm,9,09/11/2022 - 8:39am to 5:30pm,0,9,81,0,0,-4.05,0,0,5.99,82.94,0,KIDZ Academy - Cuckfield
177412-243463,243463,GOERING,"Goering, Minnie",0.00%,"Wednesday, 9 November 2022 - 8:30am to 3:00pm",6.5,0,6.5,0,0,0,0,0,4.55,4.55,09/11/2022 - 8:30am to 3:00pm,6.5,01/01/2000 - 12:00am,6.5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
238174-243853,243853,OSBORNE,"Osborne, Lewis",0.00%,"Wednesday, 9 November 2022 - 8:30am to 1:30pm",5,0,5,0,0,0,0,0,4.55,4.55,09/11/2022 - 8:30am to 1:30pm,5,09/11/2022 - 9:03am to 1:30pm,5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
233268-243957,243957,REEVE,"Reeve, Oscar",5.00%,"Wednesday, 9 November 2022 - 8:30am to 5:30pm",9,9,0,81,0,-4.05,0,0,5.99,82.94,09/11/2022 - 8:30am to 5:30pm,9,09/11/2022 - 8:34am to 5:12pm,0,9,81,0,0,-4.05,0,0,5.99,82.94,0,Norto5 KIDZ - West End Farm
200065-244065,244065,SPRATT,"Spratt, Chloe",5.00%,"Wednesday, 9 November 2022 - 8:30am to 3:30pm",7,7,0,67.55,0,-3.38,0,0,4.55,68.72,09/11/2022 - 8:30am to 3:30pm,7,01/01/2000 - 12:00am,0,7,67.55,0,-38.5,-3.38,0,0,0,25.67,-43.05,Norto5 KIDZ - Lindfield Lodge
242510-242920,242920,ABBONDANZA,"Abbondanza, Leonardo ",0.00%,"Wednesday, 9 November 2022 - 10:00am to 3:00pm",5,0,5,0,0,0,0,0,4.55,4.55,09/11/2022 - 9:00am to 3:00pm,6,09/11/2022 - 9:04am to 3:00pm,4,2,17.4,0,0,0,1.22,0,4.55,23.17,18.62,KIDZ Academy - Cuckfield
171181-242986,242986,BAILEY01,"Bailey , Benjamin ",0.00%,"Wednesday, 9 November 2022 - 9:00am to 5:00pm",8,5.5,2.5,47.85,0,0,0,0,0,47.85,09/11/2022 - 9:00am to 5:00pm,8,09/11/2022 - 9:08am to 4:55pm,2.5,5.5,47.85,0,0,0,0,0,0,47.85,0,KIDZ Academy - Cuckfield
242180-243008,243008,BAILEY_R,"Bailey, Ross",0.00%,"Wednesday, 9 November 2022 - 9:00am to 2:00pm",5,0,5,0,0,0,0,0,4.55,4.55,09/11/2022 - 9:00am to 2:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,0,0,-4.55,KIDZ Academy - Lindfield
242303-243023,243023,BAKER_H,"Baker, Hamida",0.00%,"Wednesday, 9 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,09/11/2022 - 9:00am to 3:00pm,6,09/11/2022 - 9:08am to 3:00pm,6,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
239563-243096,243096,BOBOC,"Boboc, Maya",0.00%,"Wednesday, 9 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,09/11/2022 - 9:00am to 3:00pm,6,09/11/2022 - 9:11am to 2:46pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
220334-243115,243115,BRAMALL,"Bramall , Teddy ",0.00%,"Wednesday, 9 November 2022 - 9:00am to 6:00pm",9,9,0,0,0,0,0,0,0,0,09/11/2022 - 9:00am to 6:00pm,9,01/01/2000 - 12:00am,0,9,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
225198-243307,243307,EAGER,"Eager, Eloise ",0.00%,"Wednesday, 9 November 2022 - 9:00am to 4:30pm",7.5,0,7.5,0,0,0,0,0,1.44,1.44,09/11/2022 - 9:00am to 4:30pm,7.5,09/11/2022 - 9:26am to 4:12pm,7.5,0,0,0,0,0,0,0,1.44,1.44,0,Norto5 KIDZ - West End Farm
182672-243324,243324,ELLIOTT01,"Elliott, Oscar",5.00%,"Wednesday, 9 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,4.55,4.55,09/11/2022 - 9:00am to 3:00pm,6,09/11/2022 - 9:01am to 2:58pm,6,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
210826-243536,243536,HARRISON,"Harrison, Fletcher",0.00%,"Wednesday, 9 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,09/11/2022 - 9:00am to 3:00pm,6,09/11/2022 - 9:05am to 3:00pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
220950-243580,243580,HUGGINS,"Huggins, Gracie-Marie",0.00%,"Wednesday, 9 November 2022 - 9:00am to 1:00pm",4,0,4,0,0,0,0,0,0,0,09/11/2022 - 9:00am to 1:00pm,4,09/11/2022 - 9:02am to 1:02pm,4,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
196952-243654,243654,LAWRENCE01,"John-Donegan, Marley",30.00%,"Wednesday, 9 November 2022 - 9:00am to 6:00pm",9,9,0,0,0,0,0,0,0,0,09/11/2022 - 9:00am to 6:00pm,9,09/11/2022 - 9:06am to 4:22pm,0,9,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
239423-243685,243685,KAPOOR,"Kapoor, Ayaansh",0.00%,"Wednesday, 9 November 2022 - 9:00am to 12:00pm",3,3,0,30,0,0,0,0,0,30,09/11/2022 - 9:00am to 12:00pm,3,09/11/2022 - 11:16am to 12:02pm,0,3,30,0,0,0,0,0,0,30,0,Norto5 KIDZ - Lindfield Lodge
236621-243693,243693,BIJU,"Karthik subash biju, Danvanth ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 9:00am to 11:00am,2,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Station Close
234414-243750,243750,MANTHORPE,"Manthorpe, Bobby",0.00%,"Wednesday, 9 November 2022 - 9:00am to 2:30pm",5.5,0,5.5,0,0,0,0,0,4.75,4.75,09/11/2022 - 9:00am to 2:30pm,5.5,09/11/2022 - 10:08am to 2:30pm,5.5,0,0,0,0,0,0,0,4.75,4.75,0,KIDZ Academy - Cuckfield
211085-243766,243766,MAURO-FOSSAT,"Mauro-Fossat, Kataleya",0.00%,"Wednesday, 9 November 2022 - 9:00am to 4:30pm",7.5,7.5,0,65.25,0,0,0,0,6.34,71.59,09/11/2022 - 9:00am to 4:30pm,7.5,09/11/2022 - 8:55am to 4:30pm,0,7.5,65.25,0,0,0,0,0,5.99,71.24,-0.35,KIDZ Academy - Cuckfield
174049-243814,243814,MULLER,"Muller Andrews, Edith",0.00%,"Wednesday, 9 November 2022 - 9:00am to 5:00pm",8,4.5,3.5,39.15,0,0,0,0,5.99,45.14,09/11/2022 - 9:00am to 5:00pm,8,09/11/2022 - 9:06am to 5:00pm,3.5,4.5,39.15,0,0,0,0,0,5.99,45.14,0,Norto5 KIDZ - Lindfield Lodge
210767-243830,243830,NAMANYA,"Namanya, Eskame",5.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 9:00am to 3:30pm,6.5,09/11/2022 - 9:01am to 3:30pm,2.5,4,38.6,0,0,-2.07,2.7,0,4.55,43.78,43.78,KIDZ Academy - Lindfield
242609-243987,243987,R_BOWERS,"Rutherford-Bowers, Elsie-Rae",0.00%,"Wednesday, 9 November 2022 - 9:00am to 12:00pm",3,0,3,0,0,0,0,0,0,0,09/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,3,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
223299-243994,243994,SCHOFIELD,"Schofield, Ronnie",0.00%,"Wednesday, 9 November 2022 - 9:00am to 4:00pm",7,0,7,0,0,0,0,0,4.55,4.55,09/11/2022 - 9:00am to 4:00pm,7,09/11/2022 - 10:08am to 3:56pm,7,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
230810-244054,244054,SOUTER,"Souter, Libby",0.00%,"Wednesday, 9 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,4.55,4.55,09/11/2022 - 9:00am to 3:00pm,6,09/11/2022 - 9:02am to 2:58pm,6,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
239458-244082,244082,STONE,"Stone, Lily",0.00%,"Wednesday, 9 November 2022 - 9:00am to 1:00pm",4,0,4,0,0,0,0,0,4.55,4.55,09/11/2022 - 9:00am to 1:00pm,4,09/11/2022 - 9:02am to 12:58pm,4,0,0,0,0,0,0,0,0,0,-4.55,KIDZ Academy - Lindfield
234186-244243,244243,WELLING,"Welling, Chelsea",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
242742-244319,244319,WORRALL,"Worrall, Alfred",0.00%,"Wednesday, 9 November 2022 - 9:00am to 1:00pm",4,4,0,34.8,0,0,2.44,0,4.55,41.79,09/11/2022 - 9:00am to 1:00pm,4,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-41.79,KIDZ Academy - Lindfield
225498-244342,244342,YORK,"York, Ella",0.00%,"Wednesday, 9 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,09/11/2022 - 9:00am to 3:00pm,6,09/11/2022 - 9:08am to 3:00pm,6,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
218297-243841,243841,ONSLOW,"Onslow, Summer",0.00%,"Wednesday, 9 November 2022 - 9:30am to 3:00pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,09/11/2022 - 9:30am to 3:00pm,5.5,09/11/2022 - 9:34am to 3:00pm,0,5.5,53.08,0,0,0,0,0,4.55,57.63,0,Norto5 KIDZ - West End Farm
234418-243900,243900,PILLAI,"Pillai, Viaan",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 9:30am to 12:30pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
227958-244039,244039,SMITH07,"Smith, Darcie",5.00%,"Wednesday, 9 November 2022 - 9:30am to 2:30pm",5,0,5,0,0,0,0,0,0,0,09/11/2022 - 9:30am to 2:30pm,5,09/11/2022 - 10:08am to 2:28pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
231084-244795,244795,JACKSONK,"Randall, Jackson",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 9:30am to 6:00pm,8.5,09/11/2022 - 9:33am to 3:19pm,4,4.5,39.15,0,0,0,0,3.92,0,43.07,43.07,KIDZ Academy - Lindfield
211487-243439,243439,GIBBS,"Gibbs, Jasmine",0.00%,"Wednesday, 9 November 2022 - 10:00am to 5:00pm",7,0,7,0,0,0,0,0,5.99,5.99,09/11/2022 - 10:00am to 5:00pm,7,09/11/2022 - 10:06am to 4:58pm,7,0,0,0,0,0,0,0,5.99,5.99,0,Norto5 KIDZ - West End Farm
239157-243637,243637,SUNDAR,"John Sundar, Stasya Johanne",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 10:00am to 3:00pm,5,09/11/2022 - 10:00am to 3:00pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
231540-242933,242933,ALI,"Ali, Jasmine",0.00%,"Wednesday, 9 November 2022 - 11:00am to 4:00pm",5,0,5,0,0,0,0,0,4.75,4.75,09/11/2022 - 11:00am to 4:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,4.75,4.75,0,KIDZ Academy - Lindfield
242253-243478,243478,GRASSI,"Grassi, Oah",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 1:00pm to 6:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
231485-244192,244192,WALPOLE,"Walpole, Holly",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,09/11/2022 - 1:00pm to 5:30pm,4.5,09/11/2022 - 1:15pm to 5:27pm,4.5,0,0,0,0,0,0,0,1.44,1.44,1.44,Norto5 KIDZ - Lindfield Lodge
234431-243281,243281,DAVIES02,"Davies, Finley",5.00%,"Wednesday, 9 November 2022 - 1:30pm to 4:30pm",3,3,0,30,0,-1.5,0,0,1.16,29.66,09/11/2022 - 1:30pm to 4:30pm,3,01/01/2000 - 12:00am,0,3,30,0,0,-1.5,0,0,1.16,29.66,0,Norto5 KIDZ - West End Farm
182212-243286,243286,DAVIES02,"Davies, Oliver",0.00%,"Wednesday, 9 November 2022 - 1:30pm to 4:30pm",3,3,0,28.95,0,0,0,0,1.44,30.39,09/11/2022 - 1:30pm to 4:30pm,3,01/01/2000 - 12:00am,0,3,28.95,0,0,0,0,0,1.44,30.39,0,Norto5 KIDZ - West End Farm
224003-244285,244285,WOODJ,"Wood, Jasper ",0.00%,"Wednesday, 9 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,09/11/2022 - 2:00pm to 5:00pm,3,09/11/2022 - 2:00pm to 4:51pm,0,3,30,0,0,0,0,0,1.16,31.16,-57.25,Norto5 KIDZ - West End Farm
224003-244286,244286,WOODJ,"Wood, Jasper ",0.00%,"Thursday, 10 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,10/11/2022 - 2:00am to 5:00am,3,10/11/2022 - 2:00pm to 4:50pm,0,3,30,118.33,0,0,0,0,1.16,149.49,61.08,Norto5 KIDZ - West End Farm
238291-243051,243051,BARNES,"Barnes, Oliver",0.00%,"Thursday, 10 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,10/11/2022 - 8:00am to 6:00pm,10,10/11/2022 - 8:01am to 5:46pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
209118-243137,243137,BROOMFIELD,"Broomfield, Naya",0.00%,"Thursday, 10 November 2022 - 8:00am to 3:00pm",7,7,0,67.55,0,0,0,0,4.55,72.1,10/11/2022 - 8:00am to 3:00pm,7,10/11/2022 - 8:05am to 3:00pm,0,7,67.55,0,0,0,0,0,4.55,72.1,0,Norto5 KIDZ - West End Farm
227490-243152,243152,BROOMFIELD,"Broomfield, Rowley",5.00%,"Thursday, 10 November 2022 - 8:00am to 3:00pm",7,7,0,70,0,-3.5,0,0,2.25,68.75,10/11/2022 - 8:00am to 3:00pm,7,01/01/2000 - 12:00am,0,7,70,0,0,-3.5,0,0,2.25,68.75,0,Norto5 KIDZ - West End Farm
218854-243162,243162,BRUNSDON,"Brunsdon, Marla",5.00%,"Thursday, 10 November 2022 - 8:00am to 5:30pm",9.5,9.5,0,85,0,-4.25,0,0,3.41,84.16,10/11/2022 - 8:00am to 5:30pm,9.5,10/11/2022 - 8:26am to 5:04pm,0,9.5,85,0,0,-4.25,0,0,3.41,84.16,0,Norto5 KIDZ - West End Farm
169517-243170,243170,BRUNSDON,"Brunsdon, Orson",0.00%,"Thursday, 10 November 2022 - 8:00am to 5:30pm",9.5,0,9.5,0,0,0,0,0,5.99,5.99,10/11/2022 - 8:00am to 5:30pm,9.5,01/01/2000 - 12:00am,9.5,0,0,0,0,0,0,0,0,0,-5.99,Norto5 KIDZ - West End Farm
